CustomerId,CatalogEntryId,score,qty,spend,u_idx,i_idx
78448CED-8B2E-4840-AD2C-0012699ED289,NW049,5.602689685444384,10.0,12.5,25,223
78448CED-8B2E-4840-AD2C-0012699ED289,NW056,5.687847493784691,10.0,13.7,25,224
78448CED-8B2E-4840-AD2C-0012699ED289,NW068,6.104586678466073,10.0,21.3,25,225
78448CED-8B2E-4840-AD2C-0012699ED289,NYXL1046,46.00269262427166,70.0,469.79999999999995,25,10
78448CED-8B2E-4840-AD2C-0012699ED289,NYXL1149,21.658419711037133,30.0,201.0,25,5
78448CED-8B2E-4840-AD2C-0012699ED289,P1016,4.760375387141901,2.0,27.8,25,226
78448CED-8B2E-4840-AD2C-0012699ED289,P1216,4.760375387141901,2.0,27.8,25,227
78448CED-8B2E-4840-AD2C-0012699ED289,P1320,6.255612709818223,5.0,69.5,25,228
78448CED-8B2E-4840-AD2C-0012699ED289,P1420,11.673019479004669,8.0,115.8,25,229
78448CED-8B2E-4840-AD2C-0012699ED289,P1424,9.567554840481604,4.0,56.980000000000004,25,230
78448CED-8B2E-4840-AD2C-0012699ED289,PB022,8.01553490085017,20.0,19.4,25,231
78448CED-8B2E-4840-AD2C-0012699ED289,PB023,8.01553490085017,20.0,19.4,25,232
78448CED-8B2E-4840-AD2C-0012699ED289,PB024,16.03106980170034,40.0,38.8,25,233
78448CED-8B2E-4840-AD2C-0012699ED289,PB026,8.01553490085017,20.0,19.4,25,234
78448CED-8B2E-4840-AD2C-0012699ED289,PB032,8.242592351485516,20.0,24.6,25,235
78448CED-8B2E-4840-AD2C-0012699ED289,PB042,8.242592351485516,20.0,24.6,25,236
78448CED-8B2E-4840-AD2C-0012699ED289,PB059,5.681021528714291,10.0,13.6,25,237
78448CED-8B2E-4840-AD2C-0012699ED289,PD1416,5.476859247881081,2.0,57.96,25,238
78448CED-8B2E-4840-AD2C-0012699ED289,PEDSB,4.724316337326198,2.0,26.78,25,239
78448CED-8B2E-4840-AD2C-0012699ED289,PF1416,5.476859247881081,2.0,57.96,25,240
78448CED-8B2E-4840-AD2C-0012699ED289,PL008,19.615390258625975,50.0,25.0,25,241
78448CED-8B2E-4840-AD2C-0012699ED289,PL009,28.570882962339585,100.0,51.5,25,242
78448CED-8B2E-4840-AD2C-0012699ED289,PL010,20.788724789083652,80.0,43.2,25,243
78448CED-8B2E-4840-AD2C-0012699ED289,PL011,38.32226628814817,130.0,65.2,25,244
78448CED-8B2E-4840-AD2C-0012699ED289,PL012,35.94545643580038,120.0,59.8,25,245
78448CED-8B2E-4840-AD2C-0012699ED289,PL013,19.094976442530008,60.0,29.9,25,246
78448CED-8B2E-4840-AD2C-0012699ED289,PL014,19.615390258625975,50.0,25.0,25,247
78448CED-8B2E-4840-AD2C-0012699ED289,PL015,12.2358441244958,30.0,15.200000000000001,25,248
78448CED-8B2E-4840-AD2C-0012699ED289,PL016,21.989504836850063,60.0,29.9,25,249
78448CED-8B2E-4840-AD2C-0012699ED289,PL017,17.221760243825884,50.0,25.5,25,250
78448CED-8B2E-4840-AD2C-0012699ED289,PL018,14.847645665601792,40.0,20.6,25,251
78448CED-8B2E-4840-AD2C-0012699ED289,PL020,9.663561646129645,20.0,10.5,25,252
78448CED-8B2E-4840-AD2C-0012699ED289,PL024,9.663561646129645,20.0,10.5,25,253
78448CED-8B2E-4840-AD2C-0012699ED289,PL026,7.484906649788,20.0,11.0,25,254
